,Question,Answer
1175,What Are The Three Levels Of Machine Instance Isolation?,"The three levels that are included in instance isolation:

Networking isolation: it keeps the overall security of the ubuntu cloud system and keeps the network isolated from the user sight so that there will be less security issues. 

OS isolation: it keeps the user away from the operating system changes. It provides Mandatory Access control (MAC) system that includes default scripts to provide the isolation from the user to the Operating system.

Hypervisor based machine isolation: it doesnt allow the user to know what kind of hypervisor is used to provide the services which users have asked for. It provides intrinsic properties to hide its existence from the users of the cloud."
1176,What Are The Features Included In Ubuntu Enterprise Cloud?,"Ubuntu enterprise cloud includes many features that are not being provided with the other cloud platforms:

    It is EC2 compatible cloud platform that is built on ubuntu server.
    It provides complete built in cloud solution to manage the on-demand functionality.
    It provides the features of on-demand access and increases the EC2 functionality.
    It provides privacy policies and isolation from the hardware devices.
    It provides an easy way to scale the public providers and avoid lock-in whenever possible.
"
1177,How To Identify Ethernet Interfaces In Ubuntu Cloud?,"Ethernet interfaces are the part of the networking and it is automatically identified by the system using different naming conventions. It is represented by ethX, where X= any numeric value. The default interface of the system is named as eth0 and it will go on after this.

To identify the Ethernet interface the command that is used:

ifconfig -a | grep eth
eth0
Link encap:Ethernet

HWaddr 00:15:c5:4a:16:5aThe command will show all the interfaces that are associated with the system."
1178,. What Are The Limitations/demerits Of Ubuntu Cloud?,"Cloud computing has a few disadvantages, some of them are:

Security and privacy: The data in ubuntu cloud have many instances with a third party which many users may not prefer. Cloud servers store sensitive information which must be protected at all costs. There is a vulnerability of unauthorized access.

Loss of control (dependency): In cloud computing the cloud service providers play a major role more maintenance and fixing of the cloud. Being a third party an organization has less control over it. And once a cloud is established migrating to another CSP is not an easy task.

Costs: Although in the long run cloud computing is cheap but being a new technology the improvements and research involved makes it quite expensive. To incorporate this technology many changes may be require including the development of software.

Integration and knowledge: As most of the functions are provided by a CSP getting to understand the system from an organizational point of view is tough. Also integration with existing systems is hard to achieve."
1179,How Ip Addressing Is Managed In Ubuntu Cloud?,"The IP addressing is an essential part of networking and to establish an ubuntu cloud it has to be configured correctly and the default gateway has to be mentioned for communication with other network or same network. To configure the IP addressing the command that can be used is ip, ifconfig and route. These are the commands that allow the configuration of the networking. 

To set the configuration use the following command:

sudo ifconfig eth0 10.0.0.100 netmask 255.255.255.0

Through this IP address can be set and configured temporarily to save it permanently ifconfig file has to be modified."
1180, What Is Aws?,"AWS (Amazon Web Services) is a platform to provide secure cloud services, database storage, offerings to compute power, content delivery, and other services to help business level and develop."
1181,What Are The Key Components Of Aws?,"The fundamental elements of AWS are:

Route 53: A DNS web service

Easy E-mail Service: It permits addressing e-mail utilizing RESTFUL API request or through normal SMTP

Identity and Access Management: It gives heightened protection and identity control for your AWS account

Simple Storage Device or (S3): It is warehouse equipment and the well-known widely utilized AWS service

Elastic Compute Cloud (EC2): It affords on-demand computing sources for hosting purposes. It is extremely valuable in trouble of variable workloads

Elastic Block Store (EBS): It presents persistent storage masses that connect to EC2 to enable you to endure data beyond the lifespan of a particular EC2

Cloud Watch: To observe AWS sources, It permits managers to inspect and obtain key Additionally, one can produce a notification alert in the state of crisis."
1182,What Is The Importance Of Buffer In Amazon Web Services?,An Elastic Load Balancer ensures that the incoming traffic is distributed optimally across various AWS instances.  A buffer will synchronize different components and makes the arrangement additional elastic to a burst of load or traffic. The components are prone to work in an unstable way of receiving and processing the requests. The buffer creates the equilibrium linking various apparatus and crafts them effort at the identical rate to supply more rapid services.
1183, What Is The Way To Secure Data For Carrying In The Cloud?,One thing must be ensured that no one should seize the information in the cloud while data is moving from point one to another and also there should not be any leakage with the security key from several storerooms in the cloud. Segregation of information from additional companies information and then encrypting it by means of approved methods is one of the options.
1184, Name The Several Layers Of Cloud Computing?,"Here is the list of layers of the cloud computing

    PaaS  Platform as a Service
    IaaS  Infrastructure as a Service
    SaaS  Software as a Service
"
1185,Explain Can You Vertically Scale An Amazon Instance ? How?,"Surely, you can vertically estimate on Amazon instance. During that

    Twist up a fresh massive instance than the one you are currently governing
    Delay that instance and separate the source webs mass of server and dispatch
    Next, quit your existing instance and separate its source quantity
    Note the different machine ID and connect that source mass to your fresh server
    Also, begin it repeatedly Study AWS Training Online From Real Time Experts
"
1186,What Are The Components Involved In Amazon Web Services?,"There are 4 components involved and are as below. Amazon S3: with this, one can retrieve the key information which are occupied in creating cloud structural design and amount of produced information also can be stored in this component that is the consequence of the key specified. Amazon EC2 instance: helpful to run a large distributed system on the Hadoop cluster. Automatic parallelization and job scheduling can be achieved by this component.

Amazon SQS: this component acts as a mediator between different controllers. Also worn for cushioning requirements those are obtained by the manager of Amazon.

Amazon SimpleDB: helps in storing the transitional position log and the errands executed by the consumers."
1187,What Is Lambda@edge In Aws?,"
    In AWS, we can use Lambda@Edge utility to solve the problem of low network latency for end users.
    In Lambda@Edge there is no need to provision or manage servers. We can just upload our Node.js code to AWS Lambda and create functions that will be triggered on CloudFront requests.
    When a request for content is received by CloudFront edge location, the Lambda code is ready to execute.
    This is a very good option for scaling up the operations in CloudFront without managing servers.
"
1188,Distinguish Between Scalability And Flexibility?,"The aptitude of any scheme to enhance the tasks on hand on its present hardware resources to grip inconsistency in command is known as scalability. The capability of a scheme to augment the tasks on hand on its present and supplementary hardware property is recognized as flexibility, hence enabling the industry to convene command devoid of putting in the infrastructure at all.  AWS has several configuration management solutions for AWS scalability, flexibility, availability and management."
1189,Name The Various Layers Of The Cloud Architecture?,"There are 5 layers and are listed below

    CC- Cluster Controller
    SC- Storage Controller
    CLC- Cloud Controller
    Walrus
    NC- Node Controller
"
1190,What Are The Different Types Of Events Triggered By Amazon Cloud Front?,"Different types of events triggered by Amazon CloudFront are as follows:

Viewer Request: When an end user or a client program makes an HTTP/HTTPS request to CloudFront, this event is triggered at the Edge Location closer to the end user.

Viewer Response: When a CloudFront server is ready to respond to a request, this event is triggered.

Origin Request: When CloudFront server does not have the requested object in its cache, the request is forwarded to Origin server. At this time this event is triggered.

Origin Response: When CloudFront server at an Edge location receives the response from Origin server, this event is triggered."
1191,Which Automation Gears Can Help With Spinup Services?,"The API tools can be used for spinup services and also for the written scripts. Those scripts could be coded in Perl, bash or other languages of your preference. There is one more option that is patterned administration and stipulating tools such as a dummy or improved descendant. A tool called Scalr can also be used and finally we can go with a controlled explanation like a Rightscale."
1192,What Is An Ami ? How Do I Build One?,"AMI holds for Amazon Machine Image. It is efficiently a snap of the source filesystem. Products appliance servers have a bio that shows the master drive report of the initial slice on a disk. A disk form though can lie anyplace physically on a disc, so Linux can boot from an absolute position on the EBS warehouse interface.

Create a unique AMI at beginning rotating up and instance from a granted AMI. Later uniting combinations and components as needed. Comprise wary of setting delicate data over an AMI (learn salesforce online). For instance, your way credentials should be joined to an instance later spinup. Among a database, mount an external volume that carries your MySQL data next spinup actually enough"
1193,What Are The Main Features Of Amazon Cloud Front?,Some of the main features of Amazon CloudFront are as follows: Device Detection Protocol Detection Geo Targeting Cache Behavior Cross Origin Resource Sharing Multiple Origin Servers HTTP Cookies Query String Parameters Custom SSL.
1194,What Is The Relation Between An Instance And Ami?,"AMI can be elaborated as Amazon Machine Image, basically, a template consisting software configuration part. For example an OS, applications, application server. If you start an instance, a duplicate of the AMI in a row as an unspoken attendant in the cloud."
1195,What Is Amazon Ec2 Service?,Amazon Elastic Compute Cloud (Amazon EC2) is a web service that provides resizable (scalable) computing capacity in the cloud. You can use Amazon EC2 to launch as many virtual servers you need. In Amazon EC2 you can configure security and networking as well as manage storage.Amazon EC2 service also helps in obtaining and configuring capacity using minimal friction.
1196,What Are The Features Of The Amazon Ec2 Service?,"As the Amazon EC2 service is a cloud service so it has all the cloud features. Amazon EC2 provides the following features:

    Virtual computing environment (known as instances)
    Pre-configured templates for your instances (known as Amazon Machine Images  AMIs)
    Amazon Machine Images (AMIs) is a complete package that you need for your server (including the operating system and additional software)
    Amazon EC2 provides various configurations of CPU, memory, storage and networking capacity for your instances (known as instance type)
    Secure login information for your instances using key pairs (AWS stores the public key and you can store the private key in a secure place)
    Storage volumes of temporary data is deleted when you stop or terminate your instance (known as instance store volumes)
    Amazon EC2 provides persistent storage volumes (using Amazon Elastic Block Store  EBS)
    A firewall that enables you to specify the protocols, ports, and source IP ranges that can reach your instances using security groups
    Static IP addresses for dynamic cloud computing (known as Elastic IP address)
    Amazon EC2 provides metadata (known as tags)
    Amazon EC2 provides virtual networks that are logically isolated from the rest of the AWS cloud, and that you can optionally connect to your own network (known as virtual private clouds  VPCs)
"
1197,What Is Amazon Machine Image And What Is The Relation Between Instance And Ami?,"Amazon Web Services provides several ways to access Amazon EC2, like web-based interface, AWS Command Line Interface (CLI) and Amazon Tools for Windows Powershell. First, you need to sign up for an AWS account and you can access Amazon EC2.

Amazon EC2 provides a Query API. These requests are HTTP or HTTPS requests that use the HTTP verbs GET or POST and a Query parameter named Action."
1198,What Is Amazon Machine Image (ami)?,"An Amazon Machine Image (AMI) is a template that contains a software configuration (for example, an operating system, an application server, and applications). From an AMI, we launch an instance, which is a copy of the AMI running as a virtual server in the cloud. We can even launch multiple instances of an AMI."
1199,What Is The Relation Between Instance And Ami?,"We can launch different types of instances from a single AMI. An instance type essentially determines the hardware of the host computer used for your instance. Each instance type offers different compute and memory capabilities.

After we launch an instance, it looks like a traditional host, and we can interact with it as we would do with any computer. We have complete control of our instances; we can use sudo to run commands that require root privileges."
1200, Explain Storage For Amazon Ec2 Instance.?,"Amazon EC2 provides many data storage options for your instances. Each option has a unique combination of performance and durability. These storages can be used independently or in combination to suit your requirements. There are mainly four types of storages provided by AWS:

Amazon EBS: Its durable, block-level storage volumes  can attached in running Amazon EC2 instance. The Amazon EBS volume persists independently from the running life of an Amazon EC2 instance. After an EBS volume is attached to an instance, you can use it like any other physical hard drive. Amazon EBS encryption feature supports encryption feature.

Amazon EC2 Instance Store: Storage disk that is attached to the host computer is referred to as instance store. The instance storage provides temporary block-level storage for Amazon EC2 instances. The data on an instance store volume persists only during the life of the associated Amazon EC2 instance; if you stop or terminate an instance, any data on instance store volumes is lost.

Amazon S3: Amazon S3 provides access to reliable and inexpensive data storage infrastructure. It is designed to make web-scale computing easier by enabling you to store and retrieve any amount of data, at any time, from within Amazon EC2 or anywhere on the web.

Adding Storage: Every time you launch an instance from an AMI, a root storage device is created for that instance. The root storage device contains all the information necessary to boot the instance. You can specify storage volumes in addition to the root device volume when you create an AMI or launch an instance using block device mapping."
1201,What Are The Security Best Practices For Amazon Ec2?,"There are several best practices for secure Amazon EC2. Following are few of them.

    Use AWS Identity and Access Management (AM) to control access to your AWS resources.
    Restrict access by only allowing trusted hosts or networks to access ports on your instance.
    Review the rules in your security groups regularly, and ensure that you apply the principle of least
    Privilege  only open up permissions that you require.
    Disable password-based logins for instances launched from your AMI. Passwords can be found or cracked, and are a security risk.
"
1202,"Explain Stopping, Starting, And Terminating An Amazon Ec2 Instance?","Stopping and Starting an instance: When an instance is stopped, the instance performs a normal shutdown and then transitions to a stopped state. All of its Amazon EBS volumes remain attached, and you can start the instance again at a later time. You are not charged for additional instance hours while the instance is in a stopped state.

Terminating an instance: When an instance is terminated, the instance performs a normal shutdown, then the attached Amazon EBS volumes are deleted unless the volumes deleteOnTermination attribute is set to false. The instance itself is also deleted, and you cant start the instance again at a later time."
1203,Explain Elastic Block Storage? What Type Of Performance Can You Expect? How Do You Back It Up? How Do You Improve Performance?,"EBS is a virtualized SAN or storage area network.  That means it is RAID storage to start with, so its redundant and fault tolerant.  If disks die in that RAID you dont lose data.  Great! It is also virtualized, so you can provision and allocate storage, and attach it to your server with various API calls. No calling the storage expert and asking him or her to run specialized commands from the hardware vendor.

Performance on EBS can exhibit variability.  That is, it can go above the SLA performance level, then drop below it.  The SLA provides you with an average disk I/O rate you can expect. This can frustrate some folks, especially performance experts who expect reliable and consistent disk throughout on a server.  Traditional physically hosted servers behave that way. Virtual AWS instances do not.

Backup EBS volumes by using the snapshot facility via API call or via a GUI interface like elasticfox.

Improve performance by using Linux software raid and striping across four volumes."
1204,What Is S3? What Is It Used For? Should Encryption Be Used?,"S3 stands for Simple Storage Service.  You can think of it like FTP storage, where you can move files to and from there, but not mount it like a filesystem.  AWS automatically puts your snapshots there, as well as AMIs there.  Encryption should be considered for sensitive data, as S3 is a proprietary technology developed by Amazon themselves, and as yet unproven vis-a-vis a security standpoint."
1205,What Is An Ami? How Do I Build One?,"AMI stands for Amazon Machine Image. It is effectively a snapshot of the root filesystem. Commodity hardware, servers have a bios that points the master boot record of the first block on a disk. A disk image, though can sit anywhere physically on a disk, so Linux can boot from an arbitrary location on the EBS storage network.

Build a new AMI by first spinning up and instance from a trusted AMI.Then adding packages and components as required. Be wary of putting sensitive data onto an AMI.  For instance, your access credentials should be added to an instance after spinup with a database, mount an outside volume that holds your MySQL data after spinup as well."
1206,Can I Vertically Scale An Amazon Instance? How?,"Yes.This is an incredible feature of AWS and cloud virtualization.  Spin up a new larger instance than the one you are currently running.  Pause that instance and detach the root ebs volume from this server and discard.  Then stop your live instance, detach its root volume.  Note down the unique device ID and attach that root volume to your new server. And then start it again.  Voila, you have scaled vertically in-place!!"
1207,What Is Auto-scaling? How Does It Work?,"Autoscaling is a feature of AWS which allows you to configure and automatically provision and spin up new instances without the need for your intervention.  

You do this by setting thresholds and metrics to monitor.  When those thresholds are crossed, a new instance of your choosing will be spun up, configured, and rolled into the load balancer pool. Voila, youve scaled horizontally without any operator intervention!"
1208,What Automation Tools Can I Use To Spin Up Servers?,"The most obvious way is to roll-your-own scripts, and use the AWS API tools.  Such scripts could be written in bash, Perl or another language or your choice.

The next option is to use a configuration management and provisioning tools like puppet or better its successor Opscode Chef.You might also look towards a tool like Scalr. Lastly, you can go with a managed solution such as Rightscale."
1209,What Is Configuration Management? Why Would I Want To Use It With Cloud Provisioning Of Resources?,"Configuration management has been around for a long time in web operations and systems administration.  Yet the cultural popularity of it has been limited.  Most systems administrators configure machines as software was developed before version control  that is manually making changes on servers.  Each server can then and usually is slightly different.  Troubleshooting though, is straightforward as you login to the box and operate on it directly.  Configuration management brings a large automation tool in the picture, managing servers like strings of a puppet.  This forces standardization, best practices, and reproducibility as all configs are versioned and managed.  It also introduces a new way of working which is the biggest hurdle to its adoption.

Enter the cloud, then configuration management becomes even more critical.Thats because virtual servers such as amazons EC2 instances are much less reliable than physical ones.You absolutely need a mechanism to rebuild them as-is at any moment.This pushes best practices like automation, reproducibility and disaster recovery into center stage."
1210,Explain How You Would Simulate Perimeter Security Using The Amazon Web Services Model?,"Traditional perimeter security that were already familiar with using firewalls and so forth is not supported in the Amazon EC2 world.  AWS supports security groups.One can create a security group for a jump box with ssh access  only port 22 open.From there a webserver group and database group are created.The webserver group allows 80 and 443 from the world, but port 22 *only* from the jump box group.Further the database group allows port 3306 from the webserver group and port 22 from the jump box group.Add any machines to the webserver group and they can all hit the database.  No one from the world can, and no one can directly ssh to any of your boxe."
1211,How To Use Amazon Sqs?,"Amazon SQS (Simple Queue Service) is a message passing mechanism that is used for communication between different connectors that are connected with each other. It also acts as a communicator between various components of Amazon. It keeps all the different functional components together. This functionality helps different components to be loosely coupled, and provide an architecture that is more failure resilient system."
1212,What is Linux?,"Linux is an operating system based on UNIX and was first introduced by Linus Torvalds. It is based on the Linux Kernel and can run on different hardware platforms manufactured by Intel, MIPS, HP, IBM, SPARC, and Motorola. Another popular element in Linux is its mascot, a penguin figure named Tux. "
1213,What is the difference between UNIX and LINUX?,"Unix originally began as a propriety operating system from Bell Laboratories, which later on spawned into different commercial versions. On the other hand, Linux is free, open source and intended as a non-propriety operating system for the masses. "
1214,What is BASH?,"BASH is short for Bourne Again SHell. It was written by Steve Bourne as a replacement to the original Bourne Shell (represented by /bin/sh). It combines all the features from the original version of Bourne Shell, plus additional functions to make it easier and more convenient to use. It has since been adapted as the default shell for most systems running Linux. "
1215,What is Linux Kernel?,The Linux Kernel is a low-level systems software whose main role is to manage hardware resources for the user. It is also used to provide an interface for user-level interaction. 
1216,What is LILO?,LILO is a boot loader for Linux. It is used mainly to load the Linux operating system into main memory so that it can begin its operations
1217,What is a swap space?,Swap space is a certain amount of space used by Linux to temporarily hold some programs that are running concurrently. This happens when RAM does not have enough memory to hold all programs that are executing. 
1218,What is the advantage of open source?,"Open source allows you to distribute your software, including source codes freely to anyone who is interested. People would then be able to add features and even debug and correct errors that are in the source code. They can even make it run better and then redistribute these enhanced source code freely again. This eventually benefits everyone in the community. "
1219,What are the basic components of Linux?,"Just like any other typical operating system, Linux has all of these components: kernel, shells and GUIs, system utilities, and an application program. What makes Linux advantageous over other operating system is that every aspect comes with additional features and all codes for these are downloadable for free. "
1220,Does it help for a Linux system to have multiple desktop environments installed?,"In general, one desktop environment, like KDE or Gnome, is good enough to operate without issues. It's all a matter of preference for the user, although the system allows switching from one environment to another. Some programs will work in one environment and not work on the other, so it could also be considered a factor in selecting which environment to use. "
1221,What is the basic difference between BASH and DOS?,"The key differences between the BASH and DOS console lie in 3 areas:

- BASH commands are case sensitive while DOS commands are not;

- Under BASH, / character is a directory separator and \ acts as an escape character. Under DOS, / serves as a command argument delimiter and \ is the directory separator

- DOS follows a convention in naming files, which is 8 character file name followed by a dot and 3 characters for the extension. BASH follows no such convention. "
1222,What is the importance of the GNU project?,"This so-called Free software movement allows several advantages, such as the freedom to run programs for any purpose and freedom to study and modify a program to your needs. It also allows you to redistribute copies of software to other people, as well as the freedom to improve software and have it released for the public. "
1223,Describe the root account.,"The root account is like a systems administrator account and allows you full control of the system. Here you can create and maintain user accounts, assigning different permissions for each account. It is the default account every time you install Linux. "
1224,What is CLI?,"CLI is short for Command Line Interface. This interface allows the user to type declarative commands to instruct the computer to perform operations. CLI offers greater flexibility. However, other users who are already accustomed to using GUI find it difficult to remember commands including attributes that come with it. "
1225,What is GUI?,"GUI, or Graphical User Interface, make use of images and icons that users click and manipulate as a way of communicating with the computer. Instead of having to remember and type commands, the use of graphical elements makes it easier to interact with the system, as well as adding more attraction through images, icons, and colors. "
1226,How do you open a command prompt when issuing a command?,"To open the default shell (which is where the command prompt can be found), press Ctrl-Alt-F1. This will provide a command line interface (CLI) from which you can run commands as needed."
1227,How can you find out how much memory Linux is using?,"From a command shell, use the ""concatenate"" command: cat /proc/meminfo for memory usage information. You should see a line starting something like Mem: 64655360, etc. This is the total memory Linux thinks it has available to use.

You can also use commands

free - m

vmstat

top

htop

to find current memory usage "
1228, What is a typical size for a swap partition under a Linux system?,"The preferred size for a swap partition is twice the amount of physical memory available on the system. If this is not possible, then the minimum size should be the same as the amount of memory installed."
1229,What are symbolic links?,"Symbolic links act similarly to shortcuts in Windows. Such links point to programs, files or directories. It also allows you instant access to it without having to go directly to the entire pathname. "
1230,Does the Ctrl+Alt+Del key combination work on Linux?,"Yes, it does. Just like Windows, you can use this key combination to perform a system restart. One difference is that you won't be getting any confirmation message and therefore, a reboot is immediate."
1231,How do you refer to the parallel port where devices such as printers are connected?,"Whereas under Windows you refer to the parallel port as the LPT port, under Linux you refer to it as /dev/lp . LPT1, LPT2 and LPT3 would therefore be referred to as /dev/lp0, /dev/lp1, or /dev/lp2 under Linux."
1232,Are drives such as hard drive and floppy drives represented with drive letters?,"No. In Linux, each drive and device have different designations. For example, floppy drives are referred to as /dev/fd0 and /dev/fd1. IDE/EIDE hard drives are referred to as /dev/hda, /dev/hdb, /dev/hdc, and so forth."
1233,How do you change permissions under Linux?,"Assuming you are the system administrator or the owner of a file or directory, you can grant permission using the chmod command. Use + symbol to add permission or  symbol to deny permission, along with any of the following letters: u (user), g (group), o (others), a (all), r (read), w (write) and x (execute). For example, the command chmod go+rw FILE1.TXT grants read and write access to the file FILE1.TXT, which is assigned to groups and others. "
1234,"In Linux, what names are assigned to the different serial ports?",Serial ports are identified as /dev/ttyS0 to /dev/ttyS7. These are the equivalent names of COM1 to COM8 in Windows. 
1235,How do you access partitions under Linux?,"Linux assigns numbers at the end of the drive identifier. For example, if the first IDE hard drive had three primary partitions, they would be named/numbered, /dev/hda1, /dev/hda2 and /dev/hda3. "
1236,What are hard links?,"Hard links point directly to the physical file on disk, and not on the pathname. This means that if you rename or move the original file, the link will not break since the link is for the file itself, not the path where the file is located. "
1237,What is the maximum length for a filename under Linux?,"Any filename can have a maximum of 255 characters. This limit does not include the path name, so therefore the entire pathname and filename could well exceed 255 characters. "
1238,What are filenames that are preceded by a dot?,"In general, filenames that are preceded by a dot are hidden files. These files can be configuration files that hold important data or setup info. Setting these files as hidden makes it less likely to be accidentally deleted."
1239,Explain virtual desktop.,"This serves as an alternative to minimizing and maximizing different windows on the current desktop. Using virtual desktops can clear the desktop when you can open one or more programs. Rather than minimizing/restoring all those programs as needed, you can simply shuffle between virtual desktops with programs intact in each one."
1240,How do you share a program across different virtual desktops under Linux?,"To share a program across different virtual desktops, in the upper left-hand corner of a program window look for an icon that looks like a pushpin. Pressing this button will ""pin"" that application in place, making it appear in all virtual desktops, in the same position onscreen"
1241,What does a nameless (empty) directory represent?,"This empty directory name serves as the nameless base of the Linux file system. This serves as an attachment for all other directories, files, drives, and devices. "
1242, What is the pwd command?,"The pwd command is short for print working directory command.

Example:

pwd"
1243,What are daemons?,"Daemons are services that provide several functions that may not be available under the base operating system. Its main task is to listen for service request and at the same time to act on these requests. After the service is done, it is then disconnected and waits for further requests"
1244,"How do you switch from one desktop environment to another, such as switching from KDE to Gnome?","Assuming you have these two environments installed, just log out from the graphical interface. Then at the login screen, type your login ID and password and choose which session type you wish to load. This choice will remain your default until you change it to something else. "
1245, What are the kinds of permissions under Linux?,There are 3 kinds of permissions under Linux:- Read: users may read the files or list the directory- Write: users may write to the file of new files to the directory- Execute: users may run the file or lookup a specific file within a directory 
1246,How does case sensitivity affect the way you use commands?,"When we talk about case sensitivity, commands are considered identical only if every character is encoded as is, including lowercase and uppercase letters. This means that CD, cd, and Cd are three different commands. Entering a command using uppercase letters, where it should be in lowercase, will produce different outputs. "
1247,What are environmental variables?,Environmental variables are global settings that control the shell's function as well as that of other Linux programs. Another common term for environmental variables is global shell variables. 
1248,What are the different modes when using vi editor?,There are 3 modes under vi:- Command mode  this is the mode where you start in- Edit mode  this is the mode that allows you to do text editing- Ex mode  this is the mode wherein you interact with vi with instructions to process a file 
1249,Is it possible to use shortcuts for a long pathname?,"Yes, there is. A feature known as filename expansion allows you do this using the TAB key. For example, if you have a path named /home/iceman/assignments directory, you would type as follows: /ho[tab]/ice[tab]/assi[tab] . This, however, assumes that the path is unique and that the shell you're using supports this feature. "
1250,What is redirection?,Redirection is the process of directing data from one output to another. It can also be used to direct an output as an input to another process
1251,What is grep command?,grep a search command that makes use of pattern-based searching. It makes use of options and parameters that are specified along with the command line and applies this pattern in searching the required file output. 
1252,What could be the problem when a command that was issued gave a different result from the last time it was used?,"One highly possible reason for getting different results from what seems to be the same command has something to do with case sensitivity issues. Since Linux is case sensitive, a command that was previously used might have been entered in a different format from the present one. For example, to lists all files in the directory, you should type the command ls, and not LS. Typing LS will either result in an error message if there is no program by that exact name exist or may produce a different output if there is a program named LS that performs another function. "
1253,What are the contents of /usr/local?,"It contains locally installed files. This directory matters in environments where files are stored on the network. Specifically, locally-installed files go to /usr/local/bin, /usr/local/lib, etc.). Another application of this directory is that it is used for software packages installed from source, or software not officially shipped with the distribution. "
1254,How do you terminate an ongoing process?,"Every process in the system is identified by a unique process id or pid. Use the kill command followed by the pid to terminate that process. To terminate all process at once, use kill 0. "
1255,How do you insert comments in the command line prompt?,"Comments are created by typing the # symbol before the actual comment text. This tells the shell to completely ignore what follows. For example ""# This is just a comment that the shell will ignore."" "
1256, What is command grouping and how does it work?,"You can use parentheses to group commands. For example, if you want to send the current date and time along with the contents of a file named OUTPUT to a second file named MYDATES, you can apply command grouping as follows: (date cat OUTPUT) > MYDATES "
1257,How do you execute more than one command or program from a single command line entry?,"You can combine several commands by separating each command or program using a semicolon symbol. For example, you can issue such a series of commands in a single entry:

ls l cd .. ls a MYWORK which is equivalent to 3 commands: ls -l cd.. ls -a MYWORK

**Note that this will be executed one after the other, in the order specified. "
1258,"Write a command that will look for files with an extension ""c"", and has the occurrence of the string ""apple"" in it. ","Find ./ -name ""*.c"" | xargs grep i ""apple"""
1259,What is the command to calculate the size of a folder?,To calculate the size of a folder uses the command du sh folder1.
1260,How can you find the status of a process?,"Use the command

ps ux "
1261,How can you check the memory status?,"You can use the command

free -m to display output in MB

free -g to display output in GB "
1262,Explain how to color the Git console?,"To color the Git console, you can use the command git configglobal color.ui auto. In the command, the color.ui variable sets the default value for a variable such as color.diff and color.grep."
1263,How can you append one file to another in Linux?,To append one file to another in Linux you can use command cat file2 >> file 1. The operator >> appends the output of the named file or creates the file if it is not created. While another command cat file 1 file 2 > file 3 appends two or more files to one
1264,Explain how you can find a file using Terminal?,"To find a file you have to use a command, find . name ""process.txt"" . It will look for the current directory for a file called process.txt. "
1265,Explain how you can create a folder using Terminal?,"To create a folder, you have to use command mkdir. It will be something like these: ~$ mkdir Guru99 "
1266,Explain how you can view the text file using Terminal?,"To view the text file, go to the specific folder where the text files are located by using the command cd and then type less filename.txt."
1267,Explain how to enable curl on Ubuntu LAMP stack?,"To enable curl on Ubuntu, first, install libcurl, once done use following command sudo/etc/init .d /apache2 restart or sudo service apache2 restart."
1268, Explain how to enable root logging in Ubuntu?,"The command which enables root logging is

#sudo sh-c 'echo ""greater-show-manual-login=true"" >>/etc/lightdm/lightdm.conf' "
1269,How can you run a Linux program in the background simultaneously when you start your Linux Server?,By using nohup. It will stop the process receiving the NOHUP signal and thus terminating it you log out of the program which was invoked with. & runs the process in the background. 
1270, About the pte Test,"To complete a PTE Academic test, you will need to attend a secure Pearson test center. You will use a computer and headset to listen to, read and respond to questions.

During the three-hour test session, there are three main parts to the test: speaking and writing (together), listening and reading. There is also an optional 10-minute break between the reading and listening parts. During the test, you will find twenty different question formats, ranging from multiple choice through to essay writing and interpreting information.

PTE Academic assesses real-life, academic English, so you will hear excerpts from lectures and view graphs and charts. You will hear a range of accents in the test, from British and American to non-native speakers, so you will be exposed to the type of accents you will encounter in everyday life."
1271,what is pte Test Format,"Part 1: Speaking & Writing
(77  93 minutes)

    Personal introduction
    Read aloud
    Repeat sentence
    Describe image
    Re-tell lecture
    Answer short question
    Summarize written text
    Essay (20 mins)

Learn more
Part 2: Reading
(32  40 minutes)

    Reading & writing: Fill in the blanks
    Multiple choice, choose multiple answers
    Re-order paragraphs
    Reading: Fill in the blanks
    Multiple choice, choose single answer

Learn more
Part 3: Listening
(45  57 minutes)

    Summarize spoken text
    Multiple choice, choose multiple answer
    Fill in the blanks
    Highlight correct summary
    Multiple choice, choose single answer
    Select missing word
    Highlight incorrect words
    Write from dictation"
1272,What is PTE?,"PTE Academic is a type of test especially conducted for the students who are non-natives. It will help the student to prepare himself or herself to cope up with the scenario of the universities. It is a complete computer-based examination. PTE Academic is endorsed by the Graduate Management Admission Council. Universities like London Business School (UK), Harvard Business School, Stanford Graduate School of Business, and Yale University in the United States accepts the PTE score for the admission in their university. Some of the other countries that accept PTE Academic are Spain, France and China. Apart from that, some other schools in France like INSEAD and HEC Paris and IESE, IE Business School and ESADE in Spain accepts PTE Academic.PTE General is also one type of PTE test examination. It was formerly known as the London Tests of English. The test is accredited by QCA, the Qualification and Curriculum Authority. It is a theme-based test designed for the speakers of English as a foreign language (EFL). Through this exam, ones communication skills are recognised and how quickly and easily a candidate remembers the vocabulary and other skills. For this, candidates have to appear in the reading, writing, listening and reading parts. PTE General is accepted by all universities and ministries of education in the world.

Good Luck !"
1273, what is  PTE Exam  Eligibility Conditions,"It is a language assessment exam which allows candidates of 16 years and above to test their English skills. The Pearson Test of English score is used by students and migrants to prove their proficiency in English for academic admissions into international universities/colleges, employment or visa purposes."
